NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175099.2	NP_175099.2; NP_001031148.1	463; 462	Pfam	PF09649; 	Histone chaperone domain CHZ; 	8.0E-6; 	IPR019098; 	Histone chaperone domain CHZ; 
NP_175105.2	NP_175105.2; NP_001031149.1	307; 308	Pfam	; PF04073	; Aminoacyl-tRNA editing domain	; 1.8E-29	; IPR007214	; YbaK/aminoacyl-tRNA synthetase-associated domain
NP_175112.2	NP_175112.2; NP_001185154.1	936; 934	Pfam	; 	; 	; 	; 	; 
NP_175120.1	NP_175120.1; NP_199115.1	399; 399	Pfam	; 	; 	; 	; 	; 
NP_175121.2	NP_175121.2; NP_001322999.1	231; 223	Pfam	; 	; 	; 	; 	; 
NP_175132.1	NP_175132.1; NP_001321545.1; NP_001321546.1	645; 645; 645	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175135.1	NP_175135.1; NP_182029.1	754; 754	Pfam	; 	; 	; 	; 	; 
NP_175137.1	NP_175137.1; NP_849778.1	256; 256	Pfam	PF00504; 	Chlorophyll A-B binding protein; 	2.0E-50; 	IPR022796; 	Chlorophyll A-B binding protein; 
NP_175138.1	NP_175138.1; NP_001322527.1	752; 753	Pfam	; 	; 	; 	; 	; 
NP_175156.1	NP_175156.1; NP_973983.1	369; 370	Pfam	; PF00134, PF02984	; Cyclin, N-terminal domain, Cyclin, C-terminal domain	; 9.6E-41, 3.9E-33	; IPR006671, IPR004367	; Cyclin, N-terminal, Cyclin, C-terminal domain
NP_175160.2	NP_175160.2; NP_001185159.1	413; 412	Pfam	PF00646, PF01167; 	F-box domain, Tub family; 	2.8E-7, 1.1E-101; 	IPR001810, IPR000007; 	F-box domain, Tubby, C-terminal; 
NP_175174.1	NP_175174.1; NP_001185160.1	189; 189	Pfam	; 	; 	; 	; 	; 
NP_175181.1	NP_175181.1; NP_175180.1	434; 432	Pfam	; 	; 	; 	; 	; 
NP_175185.1	NP_175185.1; NP_973985.1	98; 99	Pfam	; 	; 	; 	; 	; 
NP_175186.2	NP_175186.2; NP_001185163.1; NP_175187.3	887; 888; 887	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175191.2	NP_175191.2; NP_001185165.1; NP_175558.3	511; 510; 511	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175222.1	NP_175222.1; NP_001185166.1	396; 395	Pfam	; 	; 	; 	; 	; 
NP_175226.1	NP_175226.1; NP_001322347.1; NP_001185167.1	1054; 1054; 1052	Pfam	; PF05911; 	; Filament-like plant protein, long coiled-coil; 	; 0.0; 	; IPR008587; 	; Filament-like plant protein; 
NP_175237.1	NP_175237.1; NP_001322047.1; NP_001322048.1; NP_001322049.1; NP_849782.1; NP_566570.3; NP_851005.1	507; 507; 507; 507; 507; 507; 507	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_175242.7	NP_175242.7; NP_001320405.1	4146; 4154	Pfam	; 	; 	; 	; 	; 
NP_175245.1	NP_175245.1; NP_001117446.1	639; 639	Pfam	; 	; 	; 	; 	; 
NP_175250.1	NP_175250.1; NP_001323146.1	115; 115	Pfam	; 	; 	; 	; 	; 
NP_175252.1	NP_175252.1; NP_001322777.1; NP_001322775.1; NP_001322776.1	239; 239; 234; 234	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175255.1	NP_175255.1; NP_001077688.1; NP_001319171.1; NP_001321079.1	363; 363; 363; 363	Pfam	; ; PF07714; 	; ; Protein tyrosine and serine/threonine kinase; 	; ; 5.5E-45; 	; ; IPR001245; 	; ; Serine-threonine/tyrosine-protein kinase, catalytic domain; 
NP_175258.2	NP_175258.2; NP_566578.1	265; 269	Pfam	; 	; 	; 	; 	; 
NP_175261.1	NP_175261.1; NP_001321802.1	326; 326	Pfam	; PF05462	; Slime mold cyclic AMP receptor	; 3.5E-15	; -	; -
NP_175265.3	NP_175265.3; NP_001321270.1	673; 678	Pfam	; 	; 	; 	; 	; 
NP_175274.1	NP_175274.1; NP_001185169.1; NP_849784.1	1048; 1050; 1050	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175275.3	NP_175275.3; NP_001319174.1; NP_001320840.1	401; 401; 401	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175284.2	NP_175284.2; NP_001319175.1; NP_001321913.1	384; 386; 387	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175288.1	NP_175288.1; NP_001185172.1	327; 324	Pfam	; 	; 	; 	; 	; 
NP_175291.1	NP_175291.1; NP_001320641.1; NP_001320642.1	454; 457; 457	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175292.2	NP_175292.2; NP_001322406.1	169; 169	Pfam	; 	; 	; 	; 	; 
NP_175296.1	NP_175296.1; NP_188441.1	326; 326	Pfam	; 	; 	; 	; 	; 
NP_175298.2	NP_175298.2; NP_001154411.1	1197; 1206	Pfam	; PF07717, PF00271, PF00035, PF00270, PF04408	; Oligonucleotide/oligosaccharide-binding (OB)-fold, Helicase conserved C-terminal domain, Double-stranded RNA binding motif, DEAD/DEAH box helicase, Helicase associated domain (HA2)	; 7.0E-15, 2.2E-14, 2.3E-5, 1.4E-8, 5.2E-22	; IPR011709, IPR001650, IPR014720, IPR011545, IPR007502	; Domain of unknown function DUF1605, Helicase, C-terminal, Double-stranded RNA-binding domain, DEAD/DEAH box helicase domain, Helicase-associated domain
NP_175299.1	NP_175299.1; NP_001322825.1	573; 576	Pfam	; 	; 	; 	; 	; 
NP_175308.1	NP_175308.1; NP_001031156.1; NP_849785.1	869; 869; 869	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175309.1	NP_175309.1; NP_001319177.1; NP_001323108.1	179; 179; 179	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175314.1	NP_175314.1; NP_849786.1	191; 191	Pfam	; 	; 	; 	; 	; 
NP_175317.1	NP_175317.1; NP_001318428.1; NP_001324852.1; NP_182055.1; NP_001324851.1	521; 520; 520; 520; 518	Pfam	; PF00275; ; ; 	; EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase); ; ; 	; 1.0E-146; ; ; 	; IPR001986; ; ; 	; Enolpyruvate transferase domain; ; ; 
NP_175318.1	NP_175318.1; NP_001319178.1; NP_001321006.1	593; 593; 593	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175328.2	NP_175328.2; NP_001031159.1; NP_001117455.1	331; 327; 325	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175333.3	NP_175333.3; NP_001320175.1	909; 909	Pfam	; 	; 	; 	; 	; 
NP_175339.2	NP_175339.2; NP_001031160.1	326; 319	Pfam	; 	; 	; 	; 	; 
NP_175350.1	NP_175350.1; NP_001327851.1; NP_188508.1; NP_187818.1; NP_196543.1; NP_001031504.1; NP_001324518.1; NP_001324519.1; NP_001326881.1; NP_566988.1; NP_850284.1; NP_001327017.1; NP_190236.1; NP_001078769.1; NP_200745.1; NP_001319585.1	377; 377; 377; 377; 377; 377; 377; 377; 377; 377; 377; 377; 377; 377; 377; 371	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_175355.1	NP_175355.1; NP_001031161.1; NP_188512.1	206; 206; 206	Pfam	; ; PF00071	; ; Ras family	; ; 6.1E-58	; ; IPR001806	; ; Small GTPase
NP_175359.2	NP_175359.2; NP_850960.1; NP_001323160.1; NP_001323161.1	2028; 2028; 2021; 2021	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175372.1	NP_175372.1; NP_001320463.1	847; 852	Pfam	; PF08263	; Leucine rich repeat N-terminal domain	; 4.7E-4	; IPR013210	; Leucine-rich repeat-containing N-terminal, plant-type
NP_175374.2	NP_175374.2; NP_001322923.1	240; 240	Pfam	; 	; 	; 	; 	; 
NP_175377.2	NP_175377.2; NP_001185180.1	838; 840	Pfam	; 	; 	; 	; 	; 
NP_175383.1	NP_175383.1; NP_001321909.1; NP_001321910.1	445; 450; 450	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175385.1	NP_175385.1; NP_001322045.1	195; 200	Pfam	; 	; 	; 	; 	; 
NP_175386.2	NP_175386.2; NP_850961.1; NP_850962.1	1080; 1080; 1080	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175391.1	NP_175391.1; NP_194616.1	99; 99	Pfam	; 	; 	; 	; 	; 
NP_175392.5	NP_175392.5; NP_001154413.2	279; 277	Pfam	; 	; 	; 	; 	; 
NP_175405.2	NP_175405.2; NP_001320200.1	250; 249	Pfam	; 	; 	; 	; 	; 
NP_175414.1	NP_175414.1; NP_001319184.1	750; 750	Pfam	; 	; 	; 	; 	; 
NP_175416.1	NP_175416.1; NP_001154416.1; NP_001185185.1; NP_001319185.1	230; 221; 211; 211	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175420.3	NP_175420.3; NP_001320644.1; NP_001320646.1; NP_001320647.1; NP_001320650.1	671; 665; 665; 665; 665	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_175433.2	NP_175433.2; NP_001319186.1; NP_001321914.1	1003; 1003; 1003	Pfam	; PF17862, PF00004; 	; AAA+ lid domain, ATPase family associated with various cellular activities (AAA); 	; 9.7E-10, 2.0E-36; 	; IPR041569, IPR003959; 	; AAA ATPase, AAA+ lid domain, ATPase, AAA-type, core; 
NP_175439.2	NP_175439.2; NP_001185186.2	1003; 1011	Pfam	; 	; 	; 	; 	; 
NP_175454.1	NP_175454.1; NP_188632.1	303; 303	Pfam	; 	; 	; 	; 	; 
NP_175460.1	NP_175460.1; NP_001077693.1	432; 431	Pfam	PF01222; 	Ergosterol biosynthesis ERG4/ERG24 family; 	5.8E-85; 	IPR001171; 	Ergosterol biosynthesis ERG4/ERG24; 
NP_175475.2	NP_175475.2; NP_001323177.1	597; 601	Pfam	; 	; 	; 	; 	; 
NP_175482.1	NP_175482.1; NP_001321194.1; NP_001321195.1	208; 208; 208	Pfam	; PF02338; 	; OTU-like cysteine protease; 	; 1.1E-7; 	; IPR003323; 	; OTU domain; 
NP_175484.1	NP_175484.1; NP_001322060.1	173; 175	Pfam	; 	; 	; 	; 	; 
NP_175498.2	NP_175498.2; NP_001321058.1	1050; 1051	Pfam	; 	; 	; 	; 	; 
NP_175508.2	NP_175508.2; NP_001323412.1	484; 489	Pfam	; 	; 	; 	; 	; 
NP_175512.2	NP_175512.2; NP_001320793.1	507; 502	Pfam	; 	; 	; 	; 	; 
NP_175517.1	NP_175517.1; NP_188703.1; NP_200275.1; NP_001190852.1; NP_194453.1	132; 132; 130; 131; 131	Pfam	; PF00125, PF16211; PF00125, PF16211; ; 	; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; Core histone H2A/H2B/H3/H4, C-terminus of histone H2A; ; 	; 5.6E-15, 2.6E-18; 2.1E-14, 3.6E-18; ; 	; IPR007125, IPR032454; IPR007125, IPR032454; ; 	; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; Histone H2A/H2B/H3, Histone H2A, C-terminal domain; ; 
NP_175528.1	NP_175528.1; NP_001031168.1; NP_001322509.1	169; 169; 169	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175553.1	NP_175553.1; NP_001322120.1; NP_001322121.1; NP_001322122.1	423; 424; 424; 424	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175568.1	NP_175568.1; NP_001327704.1; NP_001327705.1; NP_001327706.1; NP_191347.1	776; 773; 773; 773; 773	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_175578.2	NP_175578.2; NP_001322196.1	178; 178	Pfam	; 	; 	; 	; 	; 
NP_175583.2	NP_175583.2; NP_001323112.1	637; 637	Pfam	; 	; 	; 	; 	; 
NP_175595.2	NP_175595.2; NP_001323323.1	693; 700	Pfam	; 	; 	; 	; 	; 
NP_175600.3	NP_175600.3; NP_001321144.1	898; 890	Pfam	; 	; 	; 	; 	; 
NP_175611.1	NP_175611.1; NP_974004.1	363; 363	Pfam	; 	; 	; 	; 	; 
NP_175612.1	NP_175612.1; NP_001320196.1	730; 730	Pfam	; 	; 	; 	; 	; 
NP_175615.1	NP_175615.1; NP_849794.1	642; 642	Pfam	; 	; 	; 	; 	; 
NP_175624.2	NP_175624.2; NP_001323351.1	459; 459	Pfam	; 	; 	; 	; 	; 
NP_175625.1	NP_175625.1; NP_001319204.1	483; 483	Pfam	; 	; 	; 	; 	; 
NP_175627.1	NP_175627.1; NP_849795.1	836; 837	Pfam	; 	; 	; 	; 	; 
NP_175633.1	NP_175633.1; NP_188235.1	145; 145	Pfam	; PF03244	; Photosystem I reaction centre subunit VI	; 6.4E-71	; IPR004928	; Photosystem I PsaH, reaction centre subunit VI
NP_175638.1	NP_175638.1; NP_188231.1	206; 206	Pfam	; 	; 	; 	; 	; 
NP_175645.1	NP_175645.1; NP_001322821.1; NP_001322820.1	926; 926; 922	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175649.1	NP_175649.1; NP_001185204.1	528; 528	Pfam	; 	; 	; 	; 	; 
NP_175652.1	NP_175652.1; NP_001320519.1; NP_175654.1; NP_001320847.1	1136; 1135; 1136; 1133	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175662.2	NP_175662.2; NP_001321342.1	319; 319	Pfam	; 	; 	; 	; 	; 
NP_175665.1	NP_175665.1; NP_001117476.1	232; 225	Pfam	; 	; 	; 	; 	; 
NP_175666.1	NP_175666.1; NP_001322920.1; NP_001322921.1	810; 810; 810	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175675.4	NP_175675.4; NP_001320574.1	379; 375	Pfam	; 	; 	; 	; 	; 
NP_175678.1	NP_175678.1; NP_974009.1	169; 169	Pfam	; 	; 	; 	; 	; 
NP_175679.2	NP_175679.2; NP_001321415.1; NP_001321416.1	255; 255; 246	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175682.2	NP_175682.2; NP_849800.1; NP_566519.1	343; 343; 341	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175712.2	NP_175712.2; NP_001320225.1; NP_974013.1	540; 540; 540	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175713.1	NP_175713.1; NP_001321170.1	694; 694	Pfam	; 	; 	; 	; 	; 
NP_175717.1	NP_175717.1; NP_001321533.1; NP_849802.1	794; 794; 794	Pfam	; PF00400; 	; WD domain, G-beta repeat; 	; 1.4E-5; 	; IPR001680; 	; WD40 repeat; 
NP_175718.2	NP_175718.2; NP_001185208.1	423; 416	Pfam	; 	; 	; 	; 	; 
NP_175723.1	NP_175723.1; NP_974014.1; NP_001321935.1	174; 174; 171	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175724.2	NP_175724.2; NP_001319212.1; NP_001185209.1	680; 684; 688	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175727.2	NP_175727.2; NP_001031177.1	494; 494	Pfam	; 	; 	; 	; 	; 
NP_175738.1	NP_175738.1; NP_001031178.1; NP_001031179.1; NP_001326778.1; NP_188112.1	967; 967; 967; 968; 968	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_175744.1	NP_175744.1; NP_001031180.1; NP_001077711.1; NP_001320355.1; NP_001320356.1	453; 453; 453; 453; 453	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_175754.2	NP_175754.2; NP_001321879.1	304; 294	Pfam	PF14634; 	zinc-RING finger domain; 	8.1E-8; 	IPR001841; 	Zinc finger, RING-type; 
NP_175765.2	NP_175765.2; NP_001321251.1	717; 717	Pfam	; PF12854, PF01535, PF13041	; PPR repeat, PPR repeat, PPR repeat family	; 2.1E-5, 1.3E-6, 4.8E-12	; IPR002885, IPR002885, IPR002885	; Pentatricopeptide repeat, Pentatricopeptide repeat, Pentatricopeptide repeat
NP_175769.1	NP_175769.1; NP_001031182.1	314; 308	Pfam	; 	; 	; 	; 	; 
NP_175777.1	NP_175777.1; NP_001077716.1	719; 720	Pfam	; 	; 	; 	; 	; 
NP_175781.4	NP_175781.4; NP_001185216.1; NP_001321046.1	598; 599; 599	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175788.1	NP_175788.1; NP_001077717.1; NP_188046.1	237; 237; 237	Pfam	; PF10584, PF00227; 	; Proteasome subunit A N-terminal signature, Proteasome subunit; 	; 1.2E-13, 6.8E-65; 	; IPR000426, IPR001353; 	; Proteasome alpha-subunit, N-terminal domain, Proteasome, subunit alpha/beta; 
NP_175794.1	NP_175794.1; NP_001031185.1; NP_001077718.1	358; 358; 356	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175799.2	NP_175799.2; NP_001319220.1	97; 97	Pfam	; PF00657	; GDSL-like Lipase/Acylhydrolase	; 2.0E-8	; IPR001087	; GDSL lipase/esterase
NP_175806.3	NP_175806.3; NP_001321531.1	341; 335	Pfam	; 	; 	; 	; 	; 
NP_175807.1	NP_175807.1; NP_001323264.1	155; 155	Pfam	; 	; 	; 	; 	; 
NP_175810.1	NP_175810.1; NP_849806.1	426; 430	Pfam	; PF00076	; RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	; 9.3E-17	; IPR000504	; RNA recognition motif domain
NP_175812.1	NP_175812.1; NP_849807.1	508; 508	Pfam	PF00171; 	Aldehyde dehydrogenase family; 	2.1E-132; 	IPR015590; 	Aldehyde dehydrogenase domain; 
NP_175823.1	NP_175823.1; NP_001320241.1; NP_188013.2; NP_001326255.1	96; 96; 94; 87	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175827.1	NP_175827.1; NP_191519.1	146; 146	Pfam	; 	; 	; 	; 	; 
NP_175829.1	NP_175829.1; NP_001185220.1; NP_566469.1; NP_001189885.1; NP_001078148.1; NP_001319547.1; NP_001327653.1	412; 407; 412; 407; 402; 415; 419	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_175830.1	NP_175830.1; NP_001319223.1; NP_001322413.1	1240; 1240; 1240	Pfam	; PF16209, PF13246, PF16212; 	; Phospholipid-translocating ATPase N-terminal, Cation transport ATPase (P-type), Phospholipid-translocating P-type ATPase C-terminal; 	; 3.2E-23, 5.9E-11, 7.7E-83; 	; IPR032631, -, IPR032630; 	; P-type ATPase, N-terminal, -, P-type ATPase, C-terminal; 
NP_175831.1	NP_175831.1; NP_194443.1; NP_001119436.1; NP_001190540.1; NP_001331594.1; NP_200287.1	113; 113; 113; 113; 113; 113	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_175838.4	NP_175838.4; NP_001031187.2	504; 497	Pfam	; 	; 	; 	; 	; 
NP_175846.3	NP_175846.3; NP_001185222.1	637; 639	Pfam	; 	; 	; 	; 	; 
NP_175853.1	NP_175853.1; NP_001185224.1; NP_001185225.1; NP_001319226.1	612; 612; 612; 612	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_175860.1	NP_175860.1; NP_564663.1	136; 136	Pfam	; 	; 	; 	; 	; 
NP_175862.1	NP_175862.1; NP_001117490.1; NP_001319227.1	572; 572; 572	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175875.1	NP_175875.1; NP_001319234.1	189; 189	Pfam	; PF08698	; Fcf2 pre-rRNA processing	; 5.1E-33	; IPR014810	; Fcf2 pre-rRNA processing, C-terminal
NP_175880.1	NP_175880.1; NP_849808.1; NP_974030.1	217; 217; 217	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175894.5	NP_175894.5; NP_001319236.1	651; 651	Pfam	; 	; 	; 	; 	; 
NP_175901.1	NP_175901.1; NP_001321463.1	422; 432	Pfam	; 	; 	; 	; 	; 
NP_175903.2	NP_175903.2; NP_001117493.1	915; 915	Pfam	; 	; 	; 	; 	; 
NP_175905.2	NP_175905.2; NP_001320298.1	244; 234	Pfam	; 	; 	; 	; 	; 
NP_175907.2	NP_175907.2; NP_001322628.1; NP_001322629.1	455; 455; 455	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175909.1	NP_175909.1; NP_187991.1	637; 641	Pfam	; 	; 	; 	; 	; 
NP_175916.1	NP_175916.1; NP_001319237.1; NP_001322393.1; NP_001322394.1	676; 676; 676; 676	Pfam	; PF07714; ; 	; Protein tyrosine and serine/threonine kinase; ; 	; 5.2E-41; ; 	; IPR001245; ; 	; Serine-threonine/tyrosine-protein kinase, catalytic domain; ; 
NP_175917.1	NP_175917.1; NP_001185232.1	187; 187	Pfam	PF03018; 	Dirigent-like protein; 	2.3E-49; 	IPR004265; 	Dirigent protein; 
NP_175931.2	NP_175931.2; NP_001154429.1	205; 195	Pfam	; 	; 	; 	; 	; 
NP_175932.2	NP_175932.2; NP_001319240.1; NP_001321273.1; NP_850966.1; NP_850967.1	2151; 2151; 2151; 2151; 2151	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_175945.1	NP_175945.1; NP_001320637.1; NP_001320638.1; NP_001320639.1; NP_849811.1; NP_187956.1	600; 600; 600; 600; 600; 596	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_175948.1	NP_175948.1; NP_001321103.1; NP_849812.1; NP_187953.1; NP_001030688.1	200; 200; 200; 200; 196	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_175953.1	NP_175953.1; NP_187947.1	555; 554	Pfam	; 	; 	; 	; 	; 
NP_175957.1	NP_175957.1; NP_001117501.1	1166; 1166	Pfam	; 	; 	; 	; 	; 
NP_175965.2	NP_175965.2; NP_001323358.1; NP_001323359.1; NP_849815.1; NP_849816.1	621; 625; 625; 625; 625	Pfam	; ; PF00650; ; 	; ; CRAL/TRIO domain; ; 	; ; 2.8E-31; ; 	; ; IPR001251; ; 	; ; CRAL-TRIO lipid binding domain; ; 
NP_175967.1	NP_175967.1; NP_001118831.1; NP_001119008.1	72; 72; 72	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175969.2	NP_175969.2; NP_001031196.1	441; 441	Pfam	PF01699; 	Sodium/calcium exchanger protein; 	1.2E-21; 	IPR004837; 	Sodium/calcium exchanger membrane region; 
NP_175971.3	NP_175971.3; NP_001319242.1	591; 591	Pfam	; 	; 	; 	; 	; 
NP_175977.1	NP_175977.1; NP_001323277.1; NP_974037.1; NP_974036.2; NP_001323278.1	466; 466; 466; 461; 451	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_175986.2	NP_175986.2; NP_001185246.1	376; 370	Pfam	PF03031; 	NLI interacting factor-like phosphatase; 	8.2E-38; 	IPR004274; 	FCP1 homology domain; 
NP_175994.3	NP_175994.3; NP_001323306.1	328; 329	Pfam	; 	; 	; 	; 	; 
NP_176013.1	NP_176013.1; NP_001077726.1	199; 199	Pfam	; PF00125	; Core histone H2A/H2B/H3/H4	; 1.9E-18	; IPR007125	; Histone H2A/H2B/H3
NP_176015.1	NP_176015.1; NP_187884.1	478; 481	Pfam	; PF00162	; Phosphoglycerate kinase	; 7.6E-164	; IPR001576	; Phosphoglycerate kinase
NP_176019.1	NP_176019.1; NP_001185248.1	752; 742	Pfam	; 	; 	; 	; 	; 
NP_176020.1	NP_176020.1; NP_176021.1	284; 282	Pfam	PF14299; 	Phloem protein 2; 	7.5E-45; 	IPR025886; 	Phloem protein 2-like; 
NP_176022.2	NP_176022.2; NP_001321732.1	127; 127	Pfam	; 	; 	; 	; 	; 
NP_176027.2	NP_176027.2; NP_001319254.1	589; 589	Pfam	; 	; 	; 	; 	; 
NP_176039.2	NP_176039.2; NP_001319255.1	476; 466	Pfam	; 	; 	; 	; 	; 
NP_176050.1	NP_176050.1; NP_001319256.1	611; 611	Pfam	; PF12854, PF13041, PF01535	; PPR repeat, PPR repeat family, PPR repeat	; 4.1E-6, 1.3E-12, 4.4E-8	; IPR002885, IPR002885, IPR002885	; Pentatricopeptide repeat, Pentatricopeptide repeat, Pentatricopeptide repeat
NP_176058.1	NP_176058.1; NP_001321049.1	522; 522	Pfam	; 	; 	; 	; 	; 
NP_176073.2	NP_176073.2; NP_001319259.1; NP_001320485.1	533; 533; 533	Pfam	; PF03062; 	; MBOAT, membrane-bound O-acyltransferase family; 	; 4.7E-34; 	; IPR004299; 	; Membrane bound O-acyl transferase, MBOAT; 
NP_176074.2	NP_176074.2; NP_974043.1	293; 293	Pfam	; 	; 	; 	; 	; 
NP_176081.1	NP_176081.1; NP_001320917.1; NP_974044.1	362; 362; 362	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_176084.1	NP_176084.1; NP_001031202.1	413; 413	Pfam	PF02798, PF00647, PF00043; 	Glutathione S-transferase, N-terminal domain, Elongation factor 1 gamma, conserved domain, Glutathione S-transferase, C-terminal domain; 	5.0E-16, 2.5E-39, 7.8E-11; 	IPR004045, IPR001662, IPR004046; 	Glutathione S-transferase, N-terminal, Elongation factor 1B gamma, C-terminal, Glutathione S-transferase, C-terminal; 
NP_176087.2	NP_176087.2; NP_001077683.1; NP_001077735.1; NP_001077736.1; NP_001077682.1; NP_680645.1; NP_001077681.1; NP_683677.1	115; 115; 115; 115; 115; 115; 115; 115	Pfam	; ; ; PF05617; ; ; ; 	; ; ; Prolamin-like; ; ; ; 	; ; ; 5.8E-13; ; ; ; 	; ; ; IPR008502; ; ; ; 	; ; ; Prolamin-like domain; ; ; ; 
NP_176091.2	NP_176091.2; NP_001321213.1	660; 664	Pfam	; PF13445, PF02182, PF00097	; RING-type zinc-finger, SAD/SRA domain, Zinc finger, C3HC4 type (RING finger)	; 6.5E-10, 5.0E-45, 2.5E-5	; IPR027370, IPR003105, IPR018957	; RING-type zinc-finger, LisH dimerisation motif, SRA-YDG, Zinc finger, C3HC4 RING-type
NP_176092.2	NP_176092.2; NP_001319260.1; NP_974045.1	645; 645; 642	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_176098.1	NP_176098.1; NP_001077737.1	398; 397	Pfam	; 	; 	; 	; 	; 
NP_176101.3	NP_176101.3; NP_001322911.1; NP_001185258.1; NP_001322912.1; NP_001322913.1; NP_001185257.1	572; 572; 573; 573; 573; 582	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_176108.3	NP_176108.3; NP_001031205.1	374; 374	Pfam	; 	; 	; 	; 	; 
NP_176114.2	NP_176114.2; NP_001185259.1	290; 290	Pfam	; 	; 	; 	; 	; 
NP_176116.2	NP_176116.2; NP_974046.1	678; 678	Pfam	; 	; 	; 	; 	; 
