ko_id	category1	category2	function	Arabidopsis_thaliana.batch_run_hsds_id	Arabidopsis_thaliana.batch_run_hsds_genes	Arabidopsis_thaliana.batch_run_hsds_num	Chlamydomonas_reinhardtii.batch_run_hsds_id	Chlamydomonas_reinhardtii.batch_run_hsds_genes	Chlamydomonas_reinhardtii.batch_run_hsds_num
K02372	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase 	NP_196578.1	NP_196578.1; NP_565528.1	1			
K00208	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	fabI; enoyl-[acyl-carrier protein] reductase I 	NP_565331.1	NP_565331.1; NP_849940.1	1			
K07512	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	MECR, NRBF1; mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase 	NP_566881.1	NP_566881.1; NP_974388.1	1			
K03921	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase 	NP_181899.1, NP_186910.2, NP_197127.1	NP_181899.1; NP_850400.1, NP_186910.2; NP_001319454.1; NP_186911.2; NP_001327879.1, NP_197127.1; NP_001332411.1	3	XP_001691597.1	XP_001691597.1; XP_042914384.1	1
K01897	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	ACSL, fad; long-chain acyl-CoA synthetase 	NP_178516.1, NP_182246.1, NP_189021.2	NP_178516.1; NP_849934.1, NP_182246.1; NP_001031554.1; NP_001318440.1; NP_001325159.1, NP_189021.2; NP_193143.2	3			
K01074	09103 Lipid metabolism	00062 Fatty acid elongation [PATH:ko00062]	PPT; palmitoyl-protein thioesterase 	NP_193479.1, NP_193477.1, NP_191593.1, NP_199544.1	NP_193479.1; NP_001328383.1; NP_001328380.1; NP_001328381.1; NP_001328382.1; NP_001328703.1; NP_001328702.1; NP_001328704.1, NP_193477.1; NP_001190752.1; NP_001190753.1; NP_001319975.1, NP_191593.1; NP_850728.1, NP_199544.1; NP_199545.2	4			
K15397	09103 Lipid metabolism	00062 Fatty acid elongation [PATH:ko00062]	KCS; 3-ketoacyl-CoA synthase 	NP_182195.1, NP_171918.1, NP_173916.1, NP_171620.2, NP_172251.1, NP_177272.1	NP_182195.1; NP_187639.1, NP_171918.1; NP_199189.1; NP_180232.1, NP_173916.1; NP_177020.1; NP_195177.1; NP_195151.1; NP_179113.2, NP_171620.2; NP_199189.1; NP_171918.1, NP_172251.1; NP_001318305.1; NP_180431.1; NP_196073.1, NP_177272.1; NP_199718.1	6			
K10703	09103 Lipid metabolism	00062 Fatty acid elongation [PATH:ko00062]	HAC, PHS1, PAS2; very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 	NP_196610.2	NP_196610.2; NP_001190277.1; NP_001078566.1	1			
K01068	09103 Lipid metabolism	00062 Fatty acid elongation [PATH:ko00062]	ACOT1_2_4; acyl-coenzyme A thioesterase 1/2/4 	NP_563632.2	NP_563632.2; NP_001078340.2; NP_001319833.1; NP_001328328.1	1			
K07513	09103 Lipid metabolism	00071 Fatty acid degradation [PATH:ko00071]	ACAA1; acetyl-CoA acyltransferase 1 	NP_171965.1	NP_171965.1; NP_180873.1; NP_001032037.1; NP_001331840.1; NP_568704.2; NP_851157.1	1			
K10527	09103 Lipid metabolism	00071 Fatty acid degradation [PATH:ko00071]	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase 	NP_187342.1	NP_187342.1; NP_194630.1	1			
K07517	09103 Lipid metabolism	00071 Fatty acid degradation [PATH:ko00071]	ECI1_2; elta3-elta2-enoyl-CoA isomerase 	NP_193179.1	NP_193179.1; NP_193180.1	1			
K15401	09103 Lipid metabolism	00071 Fatty acid degradation [PATH:ko00071]	CYP86A1; long-chain fatty acid omega-monooxygenase 	NP_171666.1	NP_171666.1; NP_191946.1; NP_182121.1; NP_176558.1; NP_200694.1	1			
K15398	09103 Lipid metabolism	00073 utin, suberine and wax biosynthesis [PATH:ko00073]	CYP86A4S; fatty acid omega-hydroxylase 	NP_171666.1	NP_171666.1; NP_191946.1; NP_182121.1; NP_176558.1; NP_200694.1	1			
K15400	09103 Lipid metabolism	00073 utin, suberine and wax biosynthesis [PATH:ko00073]	HHT1; omega-hydroxypalmitate O-feruloyl transferase 	NP_568587.2	NP_568587.2; NP_851111.1	1			
K17991	09103 Lipid metabolism	00073 utin, suberine and wax biosynthesis [PATH:ko00073]	PXG; peroxygenase 	NP_564996.1, NP_173738.2, NP_180896.1	NP_564996.1; NP_001320679.1, NP_173738.2; NP_001320525.1; NP_173739.4; NP_173738.2; NP_001320525.1; NP_001117339.1; NP_973892.1; NP_001322269.1; NP_173739.4, NP_180896.1; NP_001031472.1; NP_194404.1; NP_200335.1; NP_001318671.1	3			
K15402	09103 Lipid metabolism	00073 utin, suberine and wax biosynthesis [PATH:ko00073]	CYP86B1; fatty acid omega-hydroxylase 	NP_196442.2	NP_196442.2; NP_001330676.1; NP_197710.1	1			
K15404	09103 Lipid metabolism	00073 utin, suberine and wax biosynthesis [PATH:ko00073]	K15404, CER1; aldehyde decarbonylase 	NP_171723.2, NP_171721.3	NP_171723.2; NP_001184890.1; NP_001320548.1, NP_171721.3; NP_973742.1; NP_001325048.1; NP_181306.3; NP_001325049.1; NP_001118464.1	2			
K13356	09103 Lipid metabolism	00073 utin, suberine and wax biosynthesis [PATH:ko00073]	FAR; alcohol-forming fatty acyl-CoA reductase 	NP_197642.1, NP_197634.1, NP_191229.1, NP_190040.3	NP_197642.1; NP_001331256.1, NP_197634.1; NP_001331818.1; NP_001331816.1; NP_001331821.1; NP_001331819.1; NP_001331817.1; NP_001331820.1, NP_191229.1; NP_001326776.1, NP_190040.3; NP_197642.1	4			
K00801	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	FFT1; farnesyl-diphosphate farnesyltransferase 	NP_195190.1	NP_195190.1; NP_001329728.1; NP_195191.2; NP_001328690.1	1	XP_042926075.1	XP_042926075.1; XP_042926076.1	1
K00511	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	SQLE, ERG1; squalene monooxygenase 	NP_197804.1, NP_179868.1, NP_680214.1	NP_197804.1; NP_001330190.1; NP_001330191.1, NP_179868.1; NP_568033.1, NP_680214.1; NP_001331787.1; NP_001331786.1	3			
K09828	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	HCR24, WF1; elta24-sterol reductase 	NP_188616.1	NP_188616.1; NP_001319595.1; NP_850616.1	1			
K00227	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	SC5L, ERG3; elta7-sterol 5-desaturase 	NP_186908.1	NP_186908.1; NP_001325854.1	1			
K00213	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	HCR7; 7-dehydrocholesterol reductase 	NP_175460.1	NP_175460.1; NP_001077693.1	1			
K01052	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase 	NP_568295.2	NP_568295.2; NP_001330559.1; NP_001330561.1; NP_001330562.1; NP_001330560.1	1			
K14674	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase 	NP_191273.1, NP_196024.1	NP_191273.1; NP_974449.1, NP_196024.1; NP_001332745.1	2			
K00559	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	SMT1, ERG6; sterol 24-C-methyltransferase 	NP_196875.1	NP_196875.1; NP_001078579.1	1			
K01853	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	CAS1; cycloartenol synthase 	NP_190099.3, NP_178722.1	NP_190099.3; NP_001327787.1; NP_001327788.1; NP_001327789.1; NP_001327790.1, NP_178722.1; NP_001325220.1	2			
K14423	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	SMO1; plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase 	NP_192948.1	NP_192948.1; NP_567670.1; NP_567669.1; NP_973777.1; NP_563789.1; NP_973559.1; NP_850133.1; NP_001077975.1; NP_565681.1; NP_001077974.1; NP_001318311.1	1			
K23558	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	3BETAHS; plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase 	NP_180194.2	NP_180194.2; NP_001031422.1; NP_849779.1; NP_564502.1	1			
K08246	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	CPI1; cycloeucalenol cycloisomerase 	NP_568727.1	NP_568727.1; NP_001190504.1; NP_001331972.1	1			
K14424	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	SMO2; plant 4alpha-monomethylsterol monooxygenase 	NP_192948.1	NP_192948.1; NP_567670.1; NP_567669.1; NP_973777.1; NP_563789.1; NP_973559.1; NP_850133.1; NP_001077975.1; NP_565681.1; NP_001077974.1; NP_001318311.1	1			
K09832	09103 Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	CYP710A; sterol 22-desaturase 	NP_180451.1	NP_180451.1; NP_180452.1; NP_180997.1; NP_180996.1	1			
K12345	09103 Lipid metabolism	00140 Steroid hormone biosynthesis [PATH:ko00140]	SR5A3; 3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase 	NP_189970.1, NP_177403.1	NP_189970.1; NP_001319677.1, NP_177403.1; NP_001325184.1	2			
K00864	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	glpK, GK; glycerol kinase 	NP_178161.1	NP_178161.1; NP_001031307.1	1			
K00630	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	ATS1; glycerol-3-phosphate O-acyltransferase 	NP_174499.1	NP_174499.1; NP_849738.1	1			
K13508	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	GPAT; glycerol-3-phosphate acyltransferase 	NP_171667.1, NP_192104.1, NP_683551.2	NP_171667.1; NP_191950.2, NP_192104.1; NP_563651.1, NP_683551.2; NP_001327874.1	3			
K13523	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase 	NP_175537.1	NP_175537.1; NP_567052.1	1			
K13513	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase 	NP_188515.1	NP_188515.1; NP_001030724.2; NP_001078183.1; NP_974335.1; NP_001078184.1; NP_565098.1; NP_974144.1	1			
K13519	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	LPT1, ALE1; lysophospholipid acyltransferase 	NP_172724.2	NP_172724.2; NP_176493.1	1			
K15728	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	LPIN; phosphatidate phosphatase LPIN 	NP_199101.1, NP_187567.1	NP_199101.1; NP_001190457.1; NP_001330498.1, NP_187567.1; NP_001118604.1; NP_001326239.1; NP_974268.1	2			
K18693	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	PP1, PPL, PLPP4_5; diacylglycerol diphosphate phosphatase / phosphatidate phosphatase 	NP_172961.1	NP_172961.1; NP_001078096.1; NP_001078097.1; NP_001078098.1; NP_001319453.1; NP_001327797.1; NP_001327798.1; NP_001327799.1; NP_001327800.1; NP_001327801.1; NP_001327802.1; NP_566602.1; NP_001323949.1; NP_973389.1; NP_001323952.1; NP_001078095.1; NP_001318171.1; NP_001323950.1; NP_565255.1; NP_001323948.1; NP_001323951.1	1			
K00901	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	dgkA, GK; diacylglycerol kinase (ATP) 	NP_565492.1, NP_850007.1, NP_567845.4, NP_196409.1	NP_565492.1; NP_973498.1; NP_565492.1; NP_973498.1; NP_565492.1; NP_973498.1; NP_001031381.1; NP_850007.1, NP_850007.1; NP_001031381.1, NP_567845.4; NP_849980.1, NP_196409.1; NP_001331085.1; NP_001331084.1; NP_001318872.1; NP_201182.1	4			
K01054	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	MGLL; acylglycerol lipase 	NP_173272.2	NP_173272.2; NP_565066.1; NP_196726.1; NP_001332635.1	1			
K06119	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	SQ2; sulfoquinovosyltransferase 	NP_568085.2	NP_568085.2; NP_001331107.1	1			
K03715	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	MG; 1,2-diacylglycerol 3-beta-galactosyltransferase 	NP_194906.1	NP_194906.1; NP_001329161.1; NP_565352.1; NP_568394.2; NP_001323965.1; NP_001320109.1; NP_001118301.1; NP_001323966.1	1			
K09480	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	G; digalactosyldiacylglycerol synthase 	NP_191964.2	NP_191964.2; NP_001329549.1	1			
K21362	09103 Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	SFR2; galactolipid galactosyltransferase 	NP_566285.1	NP_566285.1; NP_001118591.1	1			
K00006	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	GP1; glycerol-3-phosphate dehydrogenase (NA+) 	NP_181685.1, NP_565939.1	NP_181685.1; NP_001031525.1; NP_001325243.1; NP_850352.1; NP_001327632.1; NP_187426.3, NP_565939.1; NP_001324724.1	2	XP_042928914.1, XP_042919880.1	XP_042928914.1; XP_042928915.1, XP_042919880.1; XP_042928911.1	2
K01517	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	APRM; manganese-dependent AP-ribose/CP-alcohol diphosphatase 	NP_974609.1	NP_974609.1; NP_001119045.1	1			
K01115	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	PL1_2; phospholipase 1/2 	NP_175666.1, NP_565963.2, NP_192920.3, NP_187214.2, NP_567989.1, NP_567160.1	NP_175666.1; NP_001322920.1; NP_001322921.1; NP_188194.1; NP_001318645.1; NP_001331647.1; NP_197919.1; NP_001331648.1, NP_565963.2; NP_001324696.1, NP_192920.3; NP_192921.1; NP_192922.1, NP_187214.2; NP_188302.2; NP_001326709.1; NP_001326710.1; NP_001326711.1; NP_001326707.1; NP_001326708.1, NP_567989.1; NP_849501.1, NP_567160.1; NP_001329750.1	6			
K01047	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	PLA2G, SPLA2; secretory phospholipase A2 	NP_565337.1	NP_565337.1; NP_001324649.1	1			
K13510	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	LPCAT1_2; lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase 	NP_565249.1	NP_565249.1; NP_001321299.1	1			
K16818	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	A1; phospholipase A1 	NP_182008.1	NP_182008.1; NP_001324613.1	1			
K06130	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	LYPLA2; lysophospholipase II 	NP_197506.1, NP_175653.2, NP_001319194.1, NP_175212.1, NP_175679.2	NP_197506.1; NP_001031909.1; NP_001331839.1; NP_974815.1, NP_175653.2; NP_175655.2; NP_001117475.1; NP_175656.2; NP_001117474.1, NP_001319194.1; NP_001322735.1; NP_001322736.1, NP_175212.1; NP_001319169.1, NP_175679.2; NP_001321415.1; NP_001321416.1; NP_001321414.1; NP_001319208.1; NP_001321417.1	5			
K18696	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	GE1; glycerophosphodiester phosphodiesterase 	NP_198924.1	NP_198924.1; NP_974865.1; NP_566159.1; NP_199144.3; NP_001330568.1	1			
K14156	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	CHK; choline/ethanolamine kinase 	NP_192714.1	NP_192714.1; NP_849350.1	1			
K00968	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	PCYT1; choline-phosphate cytidylyltransferase 	NP_180785.1	NP_180785.1; NP_001323485.1	1			
K00993	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	EPT1; ethanolaminephosphotransferase 	NP_172813.1, NP_189186.1	NP_172813.1; NP_001323307.1; NP_973817.1, NP_189186.1; NP_001030767.1; NP_850744.1	2			
K05929	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	E2.1.1.103, NMT; phosphoethanolamine N-methyltransferase 	NP_177501.2	NP_177501.2; NP_974139.2	1			
K00550	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	PLMT; phosphatidyl-N-methylethanolamine N-methyltransferase 	NP_565246.1	NP_565246.1; NP_849916.2	1			
K00981	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	E2.7.7.41, CS1, CS2, cdsA; phosphatidate cytidylyltransferase 	NP_176433.2	NP_176433.2; NP_193965.1; NP_001031697.1; NP_974591.1; NP_194407.5	1			
K01613	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	psd, PIS; phosphatidylserine decarboxylase 	NP_193403.2	NP_193403.2; NP_001329522.1	1			
K01094	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	GEP4; phosphatidylglycerophosphatase GEP4 	NP_191442.2	NP_191442.2; NP_001326923.1; NP_001326922.1	1			
K13511	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	TAZ; monolysocardiolipin acyltransferase 	NP_566254.1, NP_177990.1	NP_566254.1; NP_974228.1, NP_177990.1; NP_001322457.1; NP_001322456.1; NP_001322458.1; NP_001322455.1	2	XP_001699491.1	XP_001699491.1; XP_042919557.1	1
K00654	09103 Lipid metabolism	00600 Sphingolipid metabolism [PATH:ko00600]	SPT; serine palmitoyltransferase 	NP_568005.1, NP_190447.1, NP_190448.1	NP_568005.1; NP_001031796.1, NP_190447.1; NP_001325849.1; NP_001031932.1; NP_197756.1, NP_190448.1; NP_001327212.1	3			
K04708	09103 Lipid metabolism	00600 Sphingolipid metabolism [PATH:ko00600]	KSR; 3-dehydrosphinganine reductase 	NP_187257.2	NP_187257.2; NP_001325788.1; NP_197421.1	1			
K12349	09103 Lipid metabolism	00600 Sphingolipid metabolism [PATH:ko00600]	ASAH2; neutral ceramidase 	NP_172218.1	NP_172218.1; NP_001321129.1; NP_001324325.1; NP_181337.2; NP_973628.1; NP_200706.1	1			
K04713	09103 Lipid metabolism	00600 Sphingolipid metabolism [PATH:ko00600]	SUR2; sphinganine C4-monooxygenase 	NP_177122.2	NP_177122.2; NP_563944.1; NP_001320936.1	1			
K04718	09103 Lipid metabolism	00600 Sphingolipid metabolism [PATH:ko00600]	SPHK; sphingosine kinase 	NP_193885.6	NP_193885.6; NP_001320022.1; NP_001190787.1; NP_001320021.1	1			
K17108	09103 Lipid metabolism	00600 Sphingolipid metabolism [PATH:ko00600]	GBA2; non-lysosomal glucosylceramidase 	NP_199801.2, NP_192744.6, NP_174631.2, NP_189060.2	NP_199801.2; NP_001331233.1, NP_192744.6; NP_001329211.1, NP_174631.2; NP_001031135.1; NP_001320624.1; NP_001320625.1; NP_001329211.1; NP_192744.6, NP_189060.2; NP_001030757.1	4			
K00079	09103 Lipid metabolism	00590 Arachidonic acid metabolism [PATH:ko00590]	CBR1; carbonyl reductase 1 	NP_199916.1, NP_191530.1	NP_199916.1; NP_001330081.1; NP_200991.1, NP_191530.1; NP_001326724.1; NP_001326723.1	2			
K18592	09103 Lipid metabolism	00590 Arachidonic acid metabolism [PATH:ko00590]	GGT1_5, C224; gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase 	NP_195674.2	NP_195674.2; NP_974717.1	1			
K00432	09103 Lipid metabolism	00590 Arachidonic acid metabolism [PATH:ko00590]	gpx, btuE, bsaA; glutathione peroxidase 	NP_180715.1, NP_194915.2, NP_181863.1	NP_180715.1; NP_191867.1; NP_001324284.1; NP_001328811.1; NP_566128.1, NP_194915.2; NP_001328811.1, NP_181863.1; NP_001189742.1	3	XP_001693150.1	XP_001693150.1; XP_001698575.1	1
K15718	09103 Lipid metabolism	00591 Linoleic acid metabolism [PATH:ko00591]	LOX1_5; linoleate 9S-lipoxygenase 	NP_175900.1	NP_175900.1; NP_188879.2	1			
K00454	09103 Lipid metabolism	00591 Linoleic acid metabolism [PATH:ko00591]	LOX2S; lipoxygenase 	NP_177396.1	NP_177396.1; NP_564021.1	1			
K10525	09103 Lipid metabolism	00592 alpha-Linolenic acid metabolism [PATH:ko00592]	AOC; allene oxide cyclase 	NP_172786.1	NP_172786.1; NP_566777.1; NP_566776.1; NP_189204.1	1			
K05894	09103 Lipid metabolism	00592 alpha-Linolenic acid metabolism [PATH:ko00592]	OPR; 12-oxophytodienoic acid reductase 	NP_177794.1, NP_173241.2	NP_177794.1; NP_974157.1; NP_177795.1; NP_001077884.1; NP_178662.1; NP_973431.1, NP_173241.2; NP_849683.1; NP_001031062.1; NP_001322114.1	2	XP_001699408.1	XP_001699408.1; XP_042926696.1	1
K10526	09103 Lipid metabolism	00592 alpha-Linolenic acid metabolism [PATH:ko00592]	OPCL1; OPC-8:0 CoA ligase 1 	NP_173472.1	NP_173472.1; NP_564115.1; NP_173474.5; NP_973872.1; NP_198628.2; NP_001322647.1; NP_001331962.1; NP_001331963.1; NP_001331964.1; NP_001322801.1; NP_173473.2	1			
K10529	09103 Lipid metabolism	00592 alpha-Linolenic acid metabolism [PATH:ko00592]	OX; alpha-dioxygenase 	NP_177509.1	NP_177509.1; NP_001185393.1; NP_186791.1	1			
K10256	09103 Lipid metabolism	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	FA2; omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (elta-12 desaturase) 	NP_187819.1	NP_187819.1; NP_001319529.1	1			
K18453	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	NUT23; AP-ribose/FA diphosphatase 	NP_565965.1	NP_565965.1; NP_001324265.1	1			
K00764	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	purF, PPAT; amidophosphoribosyltransferase 	NP_179247.1	NP_179247.1; NP_195200.1	1			
K01933	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	purM; phosphoribosylformylglycinamidine cyclo-ligase 	NP_191061.1	NP_191061.1; NP_974437.1	1			
K01923	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase 	NP_188748.1	NP_188748.1; NP_001030739.1; NP_001319605.1	1			
K01756	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	purB, ASL; adenylosuccinate lyase 	NP_174855.2	NP_174855.2; NP_001185144.1; NP_193579.2	1			
K00602	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase 	NP_850240.1	NP_850240.1; NP_001189681.1	1			
K00759	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	APRT, apt; adenine phosphoribosyltransferase 	NP_192981.1, NP_564284.1, NP_178122.1	NP_192981.1; NP_001319911.1; NP_193988.1; NP_192981.1; NP_001319911.1; NP_001319910.1; NP_001329846.1; NP_001329095.1; NP_193988.1, NP_564284.1; NP_001185104.1; NP_564284.1; NP_001185104.1; NP_564284.1; NP_001185104.1; NP_001323015.1; NP_849714.1, NP_178122.1; NP_001320554.1	3			
K03787	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	surE; 5'-nucleotidase 	NP_567449.1, NP_177431.1	NP_567449.1; NP_001328377.1, NP_177431.1; NP_849880.1	2			
K00760	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase 	NP_177320.1	NP_177320.1; NP_001185372.1	1	XP_001691549.1	XP_001691549.1; XP_042921774.1	1
