NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194214.2	NP_194214.2; NP_001119047.1	494; 450	Pfam	; 	; 	; 	; 	; 
NP_194220.2	NP_194220.2; NP_001328379.1	421; 418	Pfam	; 	; 	; 	; 	; 
NP_194227.2	NP_194227.2; NP_196817.2; NP_001190300.1	707; 708; 696	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194233.1	NP_194233.1; NP_974613.1; NP_001078717.1; NP_001332433.1; NP_001332434.1; NP_199354.3; NP_680396.1	344; 344; 342; 342; 342; 342; 342	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_194237.2	NP_194237.2; NP_001119051.1	765; 767	Pfam	; 	; 	; 	; 	; 
NP_194238.1	NP_194238.1; NP_001190832.1; NP_849438.1; NP_849439.1; NP_001328344.1; NP_001119052.1	312; 312; 312; 312; 326; 245	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_194239.2	NP_194239.2; NP_001190833.1; NP_973799.1; NP_001190250.1	849; 837; 843; 840	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194240.1	NP_194240.1; NP_001190834.1; NP_849440.1; NP_849441.1; NP_001031710.1; NP_199923.1; NP_001330686.1; NP_001330684.1; NP_001330685.1; NP_197722.1; NP_001330683.1; NP_001330687.1	212; 212; 212; 212; 186; 305; 296; 237; 237; 263; 230; 230	Pfam	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 
NP_194243.1	NP_194243.1; NP_568937.1; NP_001331838.1; NP_196364.1; NP_196363.1	258; 202; 229; 202; 218	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194246.2	NP_194246.2; NP_001332142.1; NP_001332143.1; NP_200963.1; NP_001190588.1; NP_001318777.1; NP_001330953.1; NP_001323704.1; NP_179531.1; NP_001323703.1; NP_680448.2	835; 845; 845; 845; 860; 805; 805; 787; 801; 822; 789	Pfam	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 
NP_194250.1	NP_194250.1; NP_199957.1	210; 210	Pfam	; 	; 	; 	; 	; 
NP_194262.1	NP_194262.1; NP_199972.1; NP_001332202.1; NP_201032.2	404; 419; 404; 404	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194266.2	NP_194266.2; NP_001031712.1; NP_199977.1	533; 533; 501	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194270.2	NP_194270.2; NP_001329398.1; NP_001331036.1; NP_199991.1	186; 187; 197; 174	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194274.2	NP_194274.2; NP_001328956.1; NP_001328957.1; NP_001318784.1; NP_200011.1	430; 430; 430; 437; 437	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194285.2	NP_194285.2; NP_567835.1	200; 222	Pfam	; 	; 	; 	; 	; 
NP_194290.2	NP_194290.2; NP_001329145.1; NP_001329147.1; NP_001329146.1	291; 227; 230; 239	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194291.2	NP_194291.2; NP_001328116.1; NP_001154268.1	586; 586; 571	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194292.2	NP_194292.2; NP_200056.1; NP_564816.1	449; 438; 358	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194299.1	NP_194299.1; NP_974617.1; NP_001190839.1; NP_567726.1	191; 191; 188; 188	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194300.1	NP_194300.1; NP_001031715.1; NP_001320065.1; NP_200070.1; NP_001119420.1	310; 224; 224; 303; 234	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194305.1	NP_194305.1; NP_200098.1	577; 589	Pfam	; 	; 	; 	; 	; 
NP_194308.1	NP_194308.1; NP_194875.1	190; 185	Pfam	; 	; 	; 	; 	; 
NP_194316.2	NP_194316.2; NP_001329919.1; NP_567732.1; NP_001032088.1; NP_001329985.1; NP_200534.1; NP_001329984.1; NP_001329986.1	386; 380; 383; 379; 379; 379; 404; 404	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_194319.1	NP_194319.1; NP_001119451.1; NP_001119450.2; NP_200539.1	119; 119; 89; 120	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194332.2	NP_194332.2; NP_001329294.1; NP_001190843.1	247; 247; 268	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194336.1	NP_194336.1; NP_001318817.1; NP_001330164.1; NP_001330166.1; NP_001330169.1; NP_568847.1; NP_001330167.1; NP_001330168.1; NP_001330165.1; NP_974946.1; NP_001154424.1; NP_001321217.1; NP_001321218.1; NP_001321220.1; NP_001321221.1; NP_974022.1; NP_001154423.1; NP_001321219.1	133; 137; 137; 137; 137; 137; 146; 146; 110; 110; 102; 102; 102; 102; 102; 102; 103; 103	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_194337.1	NP_194337.1; NP_974619.1; NP_001328189.1; NP_001328190.1; NP_849446.1; NP_194710.1; NP_001031751.1; NP_001119079.1; NP_200469.1	354; 354; 341; 353; 308; 363; 372; 338; 356	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_194344.2	NP_194344.2; NP_001329560.1; NP_001329558.1; NP_001320473.1	636; 636; 638; 653	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194349.2	NP_194349.2; NP_001328350.1; NP_001328351.1; NP_001328352.1; NP_001328353.1	1057; 1057; 1057; 1057; 1057	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194362.1	NP_194362.1; NP_200465.1; NP_566458.1	59; 60; 60	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194364.2	NP_194364.2; NP_194365.1	419; 431	Pfam	; 	; 	; 	; 	; 
NP_194368.1	NP_194368.1; NP_001318467.1; NP_199643.1	1016; 1015; 977	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194370.2	NP_194370.2; NP_849554.1	356; 356	Pfam	; 	; 	; 	; 	; 
NP_194372.2	NP_194372.2; NP_200441.2	376; 387	Pfam	; 	; 	; 	; 	; 
NP_194375.4	NP_194375.4; NP_001320070.1	708; 708	Pfam	; 	; 	; 	; 	; 
NP_194376.5	NP_194376.5; NP_001329826.1	115; 135	Pfam	; 	; 	; 	; 	; 
NP_194377.2	NP_194377.2; NP_001328595.1; NP_001078450.1	231; 294; 211	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194379.3	NP_194379.3; NP_200416.1	268; 283	Pfam	; 	; 	; 	; 	; 
NP_194388.2	NP_194388.2; NP_001190848.1; NP_568834.1; NP_851197.1; NP_001332406.1	335; 335; 343; 343; 319	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194389.1	NP_194389.1; NP_200404.1	753; 755	Pfam	; 	; 	; 	; 	; 
NP_194390.2	NP_194390.2; NP_001328285.1; NP_001328281.1; NP_001328284.1; NP_850927.1; NP_001328283.1; NP_001328282.1; NP_001328286.1; NP_001328287.1	671; 702; 652; 582; 682; 551; 541; 541; 510	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_194393.3	NP_194393.3; NP_001031724.1; NP_200377.1	763; 763; 778	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194396.1	NP_194396.1; NP_001032079.1; NP_200363.2	806; 801; 805	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194398.1	NP_194398.1; NP_001190849.1	240; 240	Pfam	; 	; 	; 	; 	; 
NP_194411.1	NP_194411.1; NP_001119064.1	106; 106	Pfam	; 	; 	; 	; 	; 
NP_194417.2	NP_194417.2; NP_194847.3; NP_849558.1	532; 558; 558	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194419.2	NP_194419.2; NP_200320.1; NP_001330365.1	444; 448; 510	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194425.1	NP_194425.1; NP_001190851.1	144; 144	Pfam	; 	; 	; 	; 	; 
NP_194426.2	NP_194426.2; NP_200308.1	156; 125	Pfam	; 	; 	; 	; 	; 
NP_194431.3	NP_194431.3; NP_565039.5	2374; 2401	Pfam	; 	; 	; 	; 	; 
NP_194432.1	NP_194432.1; NP_200298.1; NP_001330563.1; NP_564985.1	523; 505; 425; 523	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194458.1	NP_194458.1; NP_200260.1	130; 127	Pfam	PF13833; PF13833	EF-hand domain pair; EF-hand domain pair	6.4E-21; 2.1E-19	IPR002048; IPR002048	EF-hand domain; EF-hand domain
NP_194464.3	NP_194464.3; NP_001329896.1	619; 571	Pfam	; 	; 	; 	; 	; 
NP_194472.3	NP_194472.3; NP_001189973.1; NP_564383.1; NP_001031843.1	638; 672; 648; 691	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194473.1	NP_194473.1; NP_001119068.1	1058; 1058	Pfam	; 	; 	; 	; 	; 
NP_194476.2	NP_194476.2; NP_200186.2	391; 408	Pfam	; 	; 	; 	; 	; 
NP_194480.2	NP_194480.2; NP_001328990.1	612; 535	Pfam	; 	; 	; 	; 	; 
NP_194481.2	NP_194481.2; NP_001119070.1	728; 630	Pfam	; 	; 	; 	; 	; 
NP_194482.1	NP_194482.1; NP_001332460.1; NP_200198.1	349; 362; 370	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194491.2	NP_194491.2; NP_001078453.1; NP_001329624.1; NP_001329625.1; NP_001329626.1; NP_001329627.1; NP_001329628.1; NP_001329629.1; NP_849458.1; NP_567781.1; NP_974627.1; NP_001328544.1	334; 334; 334; 334; 334; 334; 334; 334; 334; 325; 325; 262	Pfam	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 
NP_194495.3	NP_194495.3; NP_001329759.1; NP_001329760.1	378; 378; 378	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194496.2	NP_194496.2; NP_200226.4; NP_001154778.1	182; 160; 116	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194498.1	NP_194498.1; NP_200166.1	398; 403	Pfam	PF17862, PF00004; PF17862, PF00004	AAA+ lid domain, ATPase family associated with various cellular activities (AAA); AAA+ lid domain, ATPase family associated with various cellular activities (AAA)	1.2E-10, 7.5E-35; 2.0E-9, 1.5E-36	IPR041569, IPR003959; IPR041569, IPR003959	AAA ATPase, AAA+ lid domain, ATPase, AAA-type, core; AAA ATPase, AAA+ lid domain, ATPase, AAA-type, core
NP_194499.2	NP_194499.2; NP_001031732.1; NP_200165.1	303; 275; 302	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194506.4	NP_194506.4; NP_200121.4; NP_200122.1	376; 375; 364	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194507.1	NP_194507.1; NP_001328474.1; NP_200159.1	354; 263; 338	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194509.1	NP_194509.1; NP_849459.1; NP_849460.1	388; 335; 326	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194513.1	NP_194513.1; NP_200111.1	260; 272	Pfam	; 	; 	; 	; 	; 
NP_194518.1	NP_194518.1; NP_200152.1	293; 304	Pfam	; 	; 	; 	; 	; 
NP_194520.3	NP_194520.3; NP_200155.2	1027; 1043	Pfam	; 	; 	; 	; 	; 
NP_194533.1	NP_194533.1; NP_001031735.1; NP_001031736.1; NP_001119071.1; NP_974628.1	359; 359; 359; 359; 359	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194535.2	NP_194535.2; NP_568867.1	78; 78	Pfam	; 	; 	; 	; 	; 
NP_194536.2	NP_194536.2; NP_001031737.1; NP_567847.1	464; 473; 497	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194555.1	NP_194555.1; NP_001078455.1	516; 516	Pfam	; 	; 	; 	; 	; 
NP_194558.1	NP_194558.1; NP_001320080.1	80; 80	Pfam	; 	; 	; 	; 	; 
NP_194559.2	NP_194559.2; NP_974630.1	496; 438	Pfam	; 	; 	; 	; 	; 
NP_194562.2	NP_194562.2; NP_194563.1; NP_567259.1; NP_563690.1	158; 159; 162; 167	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194576.5	NP_194576.5; NP_565477.1	891; 891	Pfam	; 	; 	; 	; 	; 
NP_194579.1	NP_194579.1; NP_564309.1; NP_001330342.1	305; 314; 281	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194587.2	NP_194587.2; NP_567076.1	408; 436	Pfam	; 	; 	; 	; 	; 
NP_194589.2	NP_194589.2; NP_001329155.1; NP_001329156.1	739; 739; 744	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194591.1	NP_194591.1; NP_567813.1	680; 678	Pfam	; 	; 	; 	; 	; 
NP_194597.1	NP_194597.1; NP_001078461.1; NP_001190861.1; NP_001190862.1; NP_001329473.1; NP_849999.1; NP_001324415.1; NP_001329472.1; NP_001329474.1	545; 547; 547; 538; 566; 490; 463; 428; 381	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_194598.1	NP_194598.1; NP_001329231.1	448; 420	Pfam	; 	; 	; 	; 	; 
NP_194606.1	NP_194606.1; NP_001190864.1; NP_565468.1	281; 325; 270	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194611.2	NP_194611.2; NP_001329310.1; NP_001031741.1; NP_001329312.1; NP_001329313.1; NP_001329311.1	173; 181; 172; 180; 130; 129	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_194612.2	NP_194612.2; NP_001328315.1; NP_001328316.1; NP_001078464.1	208; 208; 208; 161	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194615.2	NP_194615.2; NP_001329054.1; NP_001329055.1; NP_001329056.1; NP_194617.2	414; 415; 415; 415; 415	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194623.2	NP_194623.2; NP_001329701.1	348; 256	Pfam	; 	; 	; 	; 	; 
NP_194627.1	NP_194627.1; NP_001329562.1; NP_849468.1	479; 479; 479	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194628.1	NP_194628.1; NP_001154272.1	347; 395	Pfam	; 	; 	; 	; 	; 
NP_194631.1	NP_194631.1; NP_001154273.1	158; 113	Pfam	; 	; 	; 	; 	; 
NP_194643.1	NP_194643.1; NP_564731.1	532; 532	Pfam	; 	; 	; 	; 	; 
NP_194646.2	NP_194646.2; NP_001078469.1; NP_001329788.1	230; 215; 155	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194647.2	NP_194647.2; NP_001190865.1; NP_001328257.1; NP_194674.1	911; 913; 910; 863	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194662.2	NP_194662.2; NP_001328427.1	266; 215	Pfam	; 	; 	; 	; 	; 
NP_194668.1	NP_194668.1; NP_200478.1; NP_565458.1	62; 62; 62	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194673.2	NP_194673.2; NP_001031748.1	1090; 1062	Pfam	; 	; 	; 	; 	; 
NP_194686.1	NP_194686.1; NP_194687.1	293; 298	Pfam	; 	; 	; 	; 	; 
NP_194697.1	NP_194697.1; NP_194698.1; NP_194699.1	496; 457; 461	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194703.1	NP_194703.1; NP_200507.1	524; 523	Pfam	; 	; 	; 	; 	; 
NP_194704.2	NP_194704.2; NP_001329382.1	841; 818	Pfam	; 	; 	; 	; 	; 
NP_194705.1	NP_194705.1; NP_001320086.1; NP_567833.1; NP_001154277.1	280; 280; 277; 329	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194708.1	NP_194708.1; NP_001324482.1; NP_565452.1	1211; 1211; 1211	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194709.2	NP_194709.2; NP_001190866.1	525; 526	Pfam	; 	; 	; 	; 	; 
NP_194714.1	NP_194714.1; NP_565449.1	103; 103	Pfam	; 	; 	; 	; 	; 
NP_194716.1	NP_194716.1; NP_849987.1; NP_849986.1	172; 173; 200	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194721.1	NP_194721.1; NP_001328639.1	1017; 1020	Pfam	; 	; 	; 	; 	; 
NP_194722.2	NP_194722.2; NP_001078471.1; NP_001329072.1; NP_568850.1; NP_001190556.1	254; 263; 263; 247; 264	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194729.1	NP_194729.1; NP_001190868.1	554; 561	Pfam	; 	; 	; 	; 	; 
NP_194740.1	NP_194740.1; NP_001320088.1	951; 951	Pfam	; 	; 	; 	; 	; 
NP_194747.1	NP_194747.1; NP_001118345.1	158; 175	Pfam	; 	; 	; 	; 	; 
NP_194749.1	NP_194749.1; NP_974639.1; NP_849471.1; NP_001190871.1	714; 702; 685; 624	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194751.1	NP_194751.1; NP_001190872.1	88; 96	Pfam	; 	; 	; 	; 	; 
NP_194754.2	NP_194754.2; NP_001328009.1; NP_200556.1; NP_567730.1	519; 521; 520; 506	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194760.2	NP_194760.2; NP_849473.1; NP_849474.1; NP_001328910.1	579; 499; 451; 461	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194770.1	NP_194770.1; NP_974640.1	180; 180	Pfam	; 	; 	; 	; 	; 
NP_194771.1	NP_194771.1; NP_001328376.1	373; 383	Pfam	; 	; 	; 	; 	; 
NP_194776.1	NP_194776.1; NP_565557.1; NP_001325239.1; NP_001325238.1; NP_001325237.1	303; 304; 277; 274; 270	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194789.1	NP_194789.1; NP_001329356.1	634; 634	Pfam	; 	; 	; 	; 	; 
NP_194791.1	NP_194791.1; NP_001189586.1; NP_565561.1	180; 180; 182	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194792.1	NP_194792.1; NP_001328233.1	237; 194	Pfam	; 	; 	; 	; 	; 
NP_194800.1	NP_194800.1; NP_001329921.1; NP_974642.1	644; 644; 644	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194802.1	NP_194802.1; NP_001320093.1	104; 104	Pfam	; 	; 	; 	; 	; 
NP_194814.2	NP_194814.2; NP_974643.1; NP_565564.1; NP_001325271.1	358; 358; 344; 255	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194828.7	NP_194828.7; NP_001328345.1; NP_001320096.1	2599; 2624; 2619	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194830.2	NP_194830.2; NP_001320097.1; NP_200300.1	405; 412; 358	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194841.2	NP_194841.2; NP_974647.1	642; 584	Pfam	; 	; 	; 	; 	; 
NP_194848.1	NP_194848.1; NP_001320099.1; NP_974650.1	650; 650; 650	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194849.3	NP_194849.3; NP_001328735.1; NP_001328734.1	1284; 1280; 1239	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194858.1	NP_194858.1; NP_001190879.1; NP_001031759.1	233; 233; 234	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194860.1	NP_194860.1; NP_001031914.1	189; 190	Pfam	; 	; 	; 	; 	; 
NP_194863.4	NP_194863.4; NP_001154280.1; NP_001328975.1; NP_001328974.1	376; 376; 376; 371	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194864.2	NP_194864.2; NP_565570.1	186; 183	Pfam	; 	; 	; 	; 	; 
NP_194868.2	NP_194868.2; NP_001328055.1	345; 308	Pfam	; 	; 	; 	; 	; 
NP_194879.1	NP_194879.1; NP_565573.4; NP_197871.1	214; 245; 240	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194880.1	NP_194880.1; NP_001328456.1	698; 617	Pfam	; 	; 	; 	; 	; 
NP_194881.2	NP_194881.2; NP_001190881.1	324; 338	Pfam	; 	; 	; 	; 	; 
NP_194885.2	NP_194885.2; NP_001320105.1; NP_001329590.1; NP_001329594.1; NP_001329591.1; NP_001329593.1	2730; 2730; 2725; 2723; 2718; 2686	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_194892.1	NP_194892.1; NP_001320107.1	352; 275	Pfam	; 	; 	; 	; 	; 
NP_194893.1	NP_194893.1; NP_001329870.1	493; 563	Pfam	; 	; 	; 	; 	; 
NP_194895.1	NP_194895.1; NP_565576.1; NP_201348.1; NP_001332735.1	631; 672; 731; 750	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194901.1	NP_194901.1; NP_565577.1; NP_567728.1; NP_680451.2; NP_197874.2	158; 156; 129; 148; 131	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194906.1	NP_194906.1; NP_001329161.1; NP_565352.1; NP_568394.2; NP_001323965.1; NP_001320109.1; NP_001118301.1; NP_001323966.1	533; 559; 465; 468; 372; 366; 362; 342	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_194907.1	NP_194907.1; NP_974655.1	277; 277	Pfam	; 	; 	; 	; 	; 
NP_194910.2	NP_194910.2; NP_001327983.1	571; 518	Pfam	; 	; 	; 	; 	; 
NP_194916.2	NP_194916.2; NP_001190882.1	873; 872	Pfam	; 	; 	; 	; 	; 
NP_194931.1	NP_194931.1; NP_974658.1	253; 204	Pfam	; 	; 	; 	; 	; 
NP_194932.1	NP_194932.1; NP_196667.2	383; 393	Pfam	; 	; 	; 	; 	; 
NP_194936.1	NP_194936.1; NP_001329032.1; NP_001119091.1	111; 126; 109	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194938.4	NP_194938.4; NP_680754.1; NP_567887.1	122; 124; 124	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194947.2	NP_194947.2; NP_001329706.1	1399; 1385	Pfam	; 	; 	; 	; 	; 
NP_194948.2	NP_194948.2; NP_001190268.1; NP_196522.1; NP_001078555.1	213; 213; 213; 186	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_194952.2	NP_194952.2; NP_001031769.1; NP_849560.1	611; 611; 611	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194956.1	NP_194956.1; NP_197915.1	384; 366	Pfam	; 	; 	; 	; 	; 
NP_194961.2	NP_194961.2; NP_001328401.1; NP_001328402.1	732; 732; 644	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194968.2	NP_194968.2; NP_001190889.1; NP_001329498.1; NP_001329499.1; NP_001190888.1; NP_001119097.1	837; 837; 837; 837; 820; 727	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_194973.1	NP_194973.1; NP_197927.1; NP_849484.1; NP_001190394.1; NP_001331940.1	122; 122; 101; 106; 89	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_194975.2	NP_194975.2; NP_567806.1	221; 199	Pfam	; 	; 	; 	; 	; 
NP_194986.2	NP_194986.2; NP_001329839.1	453; 453	Pfam	; 	; 	; 	; 	; 
NP_194987.2	NP_194987.2; NP_565603.1; NP_850066.1	315; 318; 318	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194988.2	NP_194988.2; NP_001154281.1	1539; 1540	Pfam	; 	; 	; 	; 	; 
NP_194990.5	NP_194990.5; NP_001119101.5; NP_001326943.1; NP_001326945.1; NP_566869.1; NP_001030808.1; NP_001326944.1	1080; 1080; 1096; 1096; 1096; 1069; 1069	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_194992.1	NP_194992.1; NP_001031774.1; NP_001329106.1	400; 392; 389	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_194993.2	NP_194993.2; NP_001320116.1	860; 860	Pfam	; 	; 	; 	; 	; 
NP_195002.2	NP_195002.2; NP_001190892.1	675; 676	Pfam	; 	; 	; 	; 	; 
NP_195005.1	NP_195005.1; NP_001328745.1; NP_001328746.1; NP_197954.1; NP_001332525.1; NP_197468.2; NP_196722.1; NP_001318682.1; NP_567512.2; NP_001190743.1; NP_974766.1	593; 593; 593; 654; 610; 610; 546; 554; 542; 589; 453	Pfam	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 
NP_195007.2	NP_195007.2; NP_001329787.1	570; 596	Pfam	; 	; 	; 	; 	; 
NP_195008.6	NP_195008.6; NP_001154282.2; NP_001328748.1	1863; 1872; 1830	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
